llm,repeat,step,material_system,composition,composition_short,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume,n_remaining
gpt5.4,8,10,Co-Mn-Sn-O,"{""Co"": 0.6996742777201921, ""Mn"": 0.30032572227980786, ""Sn"": 0.0}",Co:0.6997 Mn:0.3003 Sn:0.0000,450,0.705,0.774895,0.082,0.033269,2.122565,2278
gpt5.4,4,11,Co-Mn-Sn-O,"{""Co"": 0.6996742777201921, ""Mn"": 0.30032572227980786, ""Sn"": 0.0}",Co:0.6997 Mn:0.3003 Sn:0.0000,450,0.738,0.774895,0.06,0.033269,2.122565,2277
gpt5.4,6,11,Nb-Ni-Ta-O,"{""Nb"": 0.11161698831983531, ""Ni"": 0.3641129163589651, ""Ta"": 0.5242700953211996}",Nb:0.1116 Ni:0.3641 Ta:0.5243,550,1.62,1.120673,0.018,0.056086,1.807855,2277
gpt5.4,5,10,Nb-Ni-Ta-O,"{""Nb"": 0.6178248870326298, ""Ni"": 0.1896764945612549, ""Ta"": 0.19249861840611526}",Nb:0.6178 Ni:0.1897 Ta:0.1925,550,1.34,2.220713,0.015,-0.001035,2.121921,2278
gpt5.4,3,15,Co-Mn-Sn-O,"{""Co"": 0.10629400796704766, ""Mn"": 0.8937059920329524, ""Sn"": 0.0}",Co:0.1063 Mn:0.8937 Sn:0.0000,450,0.96,0.72576,0.01,0.345812,2.12276,2273
gpt5.4,7,10,Nb-Ni-Ta-O,"{""Nb"": 0.42576836894227577, ""Ni"": 0.488301579189772, ""Ta"": 0.08593005186795219}",Nb:0.4258 Ni:0.4883 Ta:0.0859,550,1.08,1.694471,0.035,0.016974,1.807855,2278
gpt5.4,5,11,Nb-Ni-Ta-O,"{""Nb"": 0.0030821406264331425, ""Ni"": 0.8177814653481412, ""Ta"": 0.17913639402542567}",Nb:0.0031 Ni:0.8178 Ta:0.1791,550,0.82,0.709014,0.06,0.745511,2.121921,2277
gpt5.4,9,13,Co-Mn-Sn-O,"{""Co"": 0.739857849958722, ""Mn"": 0.26014215004127805, ""Sn"": 0.0}",Co:0.7399 Mn:0.2601 Sn:0.0000,0,0.695,0.701671,0.12,0.062259,2.12345,2275
gpt5.4,2,12,Co-Mn-Sn-O,"{""Co"": 0.5721208553595054, ""Mn"": 0.4278791446404945, ""Sn"": 0.0}",Co:0.5721 Mn:0.4279 Sn:0.0000,450,0.748,0.766101,0.04,0.080554,2.12276,2276
gpt5.4,8,11,Co-Mn-Sn-O,"{""Co"": 0.710267156910369, ""Mn"": 0.2897328430896311, ""Sn"": 0.0}",Co:0.7103 Mn:0.2897 Sn:0.0000,450,0.772,0.716335,0.034,0.069022,2.12276,2277
gpt5.4,5,12,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",Nb:0.0638 Ni:0.8106 Ta:0.1256,550,0.76,0.713069,0.42,0.849084,2.121921,2276
gpt5.4,4,12,Co-Mn-Sn-O,"{""Co"": 0.710267156910369, ""Mn"": 0.2897328430896311, ""Sn"": 0.0}",Co:0.7103 Mn:0.2897 Sn:0.0000,450,0.773,0.716335,0.034,0.069022,2.12276,2276
gpt5.4,6,12,Nb-Ni-Ta-O,"{""Nb"": 0.1663858782223016, ""Ni"": 0.3446351903008278, ""Ta"": 0.4889789314768706}",Nb:0.1664 Ni:0.3446 Ta:0.4890,550,1.06,1.775104,0.04,-0.004762,1.807855,2276
gpt5.4,2,13,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.728,0.806709,0.055,0.032419,2.12276,2275
gpt5.4,6,13,Nb-Ni-Ta-O,"{""Nb"": 0.6178248870326298, ""Ni"": 0.1896764945612549, ""Ta"": 0.19249861840611526}",Nb:0.6178 Ni:0.1897 Ta:0.1925,550,2.05,2.220713,-0.015,-0.001035,1.807855,2275
gpt5.4,1,13,Nb-Ni-Ta-O,"{""Nb"": 0.1663858782223016, ""Ni"": 0.3446351903008278, ""Ta"": 0.4889789314768706}",Nb:0.1664 Ni:0.3446 Ta:0.4890,550,0.98,1.775104,0.06,-0.004762,1.937202,2275
gpt5.4,10,11,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",Nb:0.5393 Ni:0.3637 Ta:0.0970,550,1.55,2.687193,0.012,0.022534,1.807855,2277
gpt5.4,6,14,Nb-Ni-Ta-O,"{""Nb"": 0.6186532292561541, ""Ni"": 0.2524772601446675, ""Ta"": 0.12886951059917853}",Nb:0.6187 Ni:0.2525 Ta:0.1289,550,2.05,2.468908,0.015,-0.025659,1.807855,2274
gpt5.4,3,16,Co-Mn-Sn-O,"{""Co"": 0.8162482777321834, ""Mn"": 0.1837517222678165, ""Sn"": 0.0}",Co:0.8162 Mn:0.1838 Sn:0.0000,0,0.7,0.681297,0.085,0.168208,2.12276,2272
gpt5.4,10,12,Nb-Ni-Ta-O,"{""Nb"": 0.5058259975481362, ""Ni"": 0.32507013958225317, ""Ta"": 0.16910386286961054}",Nb:0.5058 Ni:0.3251 Ta:0.1691,550,2.05,2.344445,0.018,0.001463,1.807855,2276
gpt5.4,7,11,Nb-Ni-Ta-O,"{""Nb"": 0.2737491356371313, ""Ni"": 0.10883027909537525, ""Ta"": 0.6174205852674933}",Nb:0.2737 Ni:0.1088 Ta:0.6174,550,1.95,4.9849,0.006,-0.009172,1.807855,2277
gpt5.4,3,17,Co-Mn-Sn-O,"{""Co"": 0.739857849958722, ""Mn"": 0.26014215004127805, ""Sn"": 0.0}",Co:0.7399 Mn:0.2601 Sn:0.0000,0,0.695,0.701671,0.12,0.062259,2.12345,2271
gpt5.4,9,14,Co-Mn-Sn-O,"{""Co"": 0.670103014258027, ""Mn"": 0.3298969857419729, ""Sn"": 0.0}",Co:0.6701 Mn:0.3299 Sn:0.0000,0,0.71,0.649427,0.055,0.132895,2.188777,2274
gpt5.4,5,13,Nb-Ni-Ta-O,"{""Nb"": 0.1480039980327046, ""Ni"": 0.682277337393905, ""Ta"": 0.1697186645733905}",Nb:0.1480 Ni:0.6823 Ta:0.1697,550,0.77,0.828799,0.42,0.25996,2.121921,2275
gpt5.4,3,18,Co-Mn-Sn-O,"{""Co"": 0.670103014258027, ""Mn"": 0.3298969857419729, ""Sn"": 0.0}",Co:0.6701 Mn:0.3299 Sn:0.0000,0,0.706,0.649427,0.058,0.132895,2.188777,2270
gpt5.4,9,15,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.708,0.806709,0.082,0.032419,2.188777,2273
gpt5.4,8,12,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.735,0.806709,0.055,0.032419,2.12276,2276
gpt5.4,4,13,Co-Mn-Sn-O,"{""Co"": 0.6655518173113129, ""Mn"": 0.33351118088215886, ""Sn"": 0.0009370018065283129}",Co:0.6656 Mn:0.3335 Sn:0.0009,450,0.735,0.806709,0.052,0.032419,2.12276,2275
gpt5.4,3,19,Co-Mn-Sn-O,"{""Co"": 0.42648253452239276, ""Mn"": 0.5735174654776072, ""Sn"": 0.0}",Co:0.4265 Mn:0.5735 Sn:0.0000,0,0.738,0.888262,0.085,0.126736,2.188777,2269
gpt5.4,9,16,Co-Mn-Sn-O,"{""Co"": 0.5721208553595054, ""Mn"": 0.4278791446404945, ""Sn"": 0.0}",Co:0.5721 Mn:0.4279 Sn:0.0000,450,0.79,0.766101,0.028,0.080554,2.188777,2272
gpt5.4,8,13,Co-Mn-Sn-O,"{""Co"": 0.5721208553595054, ""Mn"": 0.4278791446404945, ""Sn"": 0.0}",Co:0.5721 Mn:0.4279 Sn:0.0000,450,0.76,0.766101,0.026,0.080554,2.12276,2275
gpt5.4,4,14,Co-Mn-Sn-O,"{""Co"": 0.5721208553595054, ""Mn"": 0.4278791446404945, ""Sn"": 0.0}",Co:0.5721 Mn:0.4279 Sn:0.0000,450,0.835,0.766101,0.022,0.080554,2.12276,2274
gpt5.4,2,14,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.752,0.725343,0.058,0.091586,2.12276,2274
gpt5.4,3,20,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.782,0.725343,0.086,0.091586,2.188777,2268
gpt5.4,1,14,Nb-Ni-Ta-O,"{""Nb"": 0.011760962753060286, ""Ni"": 0.21643881191124398, ""Ta"": 0.7718002253356957}",Nb:0.0118 Ni:0.2164 Ta:0.7718,550,1.95,2.68239,-0.01,-0.028818,1.937202,2274
gpt5.4,4,15,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.758,0.725343,0.075,0.091586,2.12276,2273
gpt5.4,6,15,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.65,5.035219,0.0005,0.004213,1.807855,2273
gpt5.4,9,17,Co-Mn-Sn-O,"{""Co"": 0.5816327635626661, ""Mn"": 0.41836723643733376, ""Sn"": 0.0}",Co:0.5816 Mn:0.4184 Sn:0.0000,450,0.758,0.725343,0.078,0.091586,2.188777,2271
gpt5.4,10,13,Nb-Ni-Ta-O,"{""Nb"": 0.508031668527685, ""Ni"": 0.23503704773240905, ""Ta"": 0.2569312837399061}",Nb:0.5080 Ni:0.2350 Ta:0.2569,550,2.15,2.070313,0.006,-0.005394,1.807855,2275
gpt5.4,1,15,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",Nb:0.5393 Ni:0.3637 Ta:0.0970,550,1.95,2.687193,0.015,0.022534,1.937202,2273
gpt5.4,7,12,Nb-Ni-Ta-O,"{""Nb"": 0.6186532292561541, ""Ni"": 0.2524772601446675, ""Ta"": 0.12886951059917853}",Nb:0.6187 Ni:0.2525 Ta:0.1289,550,1.58,2.468908,0.012,-0.025659,1.807855,2276
gpt5.4,8,14,Nb-Ni-Ta-O,"{""Nb"": 0.32451653733201774, ""Ni"": 0.5729128494422671, ""Ta"": 0.10257061322571522}",Nb:0.3245 Ni:0.5729 Ta:0.1026,550,0.845,1.424418,0.045,0.070842,2.12276,2274
gpt5.4,6,16,Nb-Ni-Ta-O,"{""Nb"": 0.011760962753060286, ""Ni"": 0.21643881191124398, ""Ta"": 0.7718002253356957}",Nb:0.0118 Ni:0.2164 Ta:0.7718,550,4.6,2.68239,0.0035,-0.028818,1.807855,2272
gpt5.4,1,16,Nb-Ni-Ta-O,"{""Nb"": 0.5058259975481362, ""Ni"": 0.32507013958225317, ""Ta"": 0.16910386286961054}",Nb:0.5058 Ni:0.3251 Ta:0.1691,550,1.95,2.344445,0.035,0.001463,1.937202,2272
gpt5.4,7,13,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",Nb:0.5393 Ni:0.3637 Ta:0.0970,550,1.95,2.687193,0.005,0.022534,1.807855,2275
gpt5.4,5,14,Nb-Ni-Ta-O,"{""Nb"": 0.08085147405600751, ""Ni"": 0.7443991734241601, ""Ta"": 0.17474935251983248}",Nb:0.0809 Ni:0.7444 Ta:0.1747,550,0.756,0.731271,0.61,0.410487,2.121921,2274
gpt5.4,1,17,Nb-Ni-Ta-O,"{""Nb"": 0.6186532292561541, ""Ni"": 0.2524772601446675, ""Ta"": 0.12886951059917853}",Nb:0.6187 Ni:0.2525 Ta:0.1289,550,2.15,2.468908,0.01,-0.025659,1.937202,2271
gpt5.4,8,15,Nb-Ni-Ta-O,"{""Nb"": 0.1480039980327046, ""Ni"": 0.682277337393905, ""Ta"": 0.1697186645733905}",Nb:0.1480 Ni:0.6823 Ta:0.1697,550,0.93,0.828799,0.055,0.25996,2.12276,2273
gpt5.4,2,15,Co-Mn-Sn-O,"{""Co"": 0.35386387885154913, ""Mn"": 0.6461361211484509, ""Sn"": 0.0}",Co:0.3539 Mn:0.6461 Sn:0.0000,450,0.792,0.793444,0.061,0.032324,2.12276,2273
gpt5.4,9,18,Nb-Ni-Ta-O,"{""Nb"": 0.1480039980327046, ""Ni"": 0.682277337393905, ""Ta"": 0.1697186645733905}",Nb:0.1480 Ni:0.6823 Ta:0.1697,550,0.79,0.828799,0.1,0.25996,2.188777,2270
gpt5.4,1,18,Nb-Ni-Ta-O,"{""Nb"": 0.508031668527685, ""Ni"": 0.23503704773240905, ""Ta"": 0.2569312837399061}",Nb:0.5080 Ni:0.2350 Ta:0.2569,550,2.05,2.070313,0.008,-0.005394,1.937202,2270
gpt5.4,3,21,Co-Mn-Sn-O,"{""Co"": 0.2613078908590682, ""Mn"": 0.7386921091409318, ""Sn"": 0.0}",Co:0.2613 Mn:0.7387 Sn:0.0000,450,0.79,0.779024,0.02,0.057705,2.188777,2267
gpt5.4,4,16,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.705,0.654426,0.06,0.136051,2.157515,2272
gpt5.4,2,16,Co-Mn-Zr-O,"{""Co"": 0.5055967203920897, ""Mn"": 0.11969969550385658, ""Zr"": 0.37470358410405363}",Co:0.5056 Mn:0.1197 Zr:0.3747,550,0.76,0.857505,0.045,0.036962,2.12276,2272
gpt5.4,10,14,Nb-Ni-Ta-O,"{""Nb"": 0.6186532292561541, ""Ni"": 0.2524772601446675, ""Ta"": 0.12886951059917853}",Nb:0.6187 Ni:0.2525 Ta:0.1289,550,2.35,2.468908,-0.012,-0.025659,1.807855,2274
gpt5.4,6,17,Nb-Ni-Ta-O,"{""Nb"": 0.5530122160327089, ""Ni"": 0.14038634580272824, ""Ta"": 0.30660143816456287}",Nb:0.5530 Ni:0.1404 Ta:0.3066,550,2.15,2.382656,-0.01,-0.015189,1.807855,2271
gpt5.4,10,15,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.92,5.035219,-0.012,0.004213,1.807855,2273
gpt5.4,5,15,Nb-Ni-Ta-O,"{""Nb"": 0.20465562999186127, ""Ni"": 0.5133730290011479, ""Ta"": 0.28197134100699084}",Nb:0.2047 Ni:0.5134 Ta:0.2820,550,0.885,1.329661,0.145,0.090076,2.121921,2273
gpt5.4,7,14,Nb-Ni-Ta-O,"{""Nb"": 0.6178248870326298, ""Ni"": 0.1896764945612549, ""Ta"": 0.19249861840611526}",Nb:0.6178 Ni:0.1897 Ta:0.1925,550,2.05,2.220713,-0.02,-0.001035,1.807855,2274
gpt5.4,8,16,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",Nb:0.0638 Ni:0.8106 Ta:0.1256,550,0.79,0.713069,0.42,0.849084,2.12276,2272
gpt5.4,5,16,Nb-Ni-Ta-O,"{""Nb"": 0.32451653733201774, ""Ni"": 0.5729128494422671, ""Ta"": 0.10257061322571522}",Nb:0.3245 Ni:0.5729 Ta:0.1026,550,0.93,1.424418,0.1,0.070842,2.121921,2272
gpt5.4,10,16,Nb-Ni-Ta-O,"{""Nb"": 0.6178248870326298, ""Ni"": 0.1896764945612549, ""Ta"": 0.19249861840611526}",Nb:0.6178 Ni:0.1897 Ta:0.1925,550,2.55,2.220713,-0.02,-0.001035,1.807855,2272
gpt5.4,8,17,Nb-Ni-Ta-O,"{""Nb"": 0.08085147405600751, ""Ni"": 0.7443991734241601, ""Ta"": 0.17474935251983248}",Nb:0.0809 Ni:0.7444 Ta:0.1747,550,0.76,0.731271,0.52,0.410487,2.12276,2271
gpt5.4,9,19,Nb-Ni-Ta-O,"{""Nb"": 0.32451653733201774, ""Ni"": 0.5729128494422671, ""Ta"": 0.10257061322571522}",Nb:0.3245 Ni:0.5729 Ta:0.1026,550,0.805,1.424418,0.12,0.070842,2.188777,2269
gpt5.4,1,19,Nb-Ni-Ta-O,"{""Nb"": 0.11161698831983531, ""Ni"": 0.3641129163589651, ""Ta"": 0.5242700953211996}",Nb:0.1116 Ni:0.3641 Ta:0.5243,550,2.08,1.120673,0.0005,0.056086,1.937202,2269
gpt5.4,5,17,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.95,5.035219,0.015,0.004213,2.121921,2271
gpt5.4,10,17,Nb-Ni-Ta-O,"{""Nb"": 0.5530122160327089, ""Ni"": 0.14038634580272824, ""Ta"": 0.30660143816456287}",Nb:0.5530 Ni:0.1404 Ta:0.3066,550,2.45,2.382656,-0.01,-0.015189,1.807855,2271
gpt5.4,3,22,Co-Mn-Sn-O,"{""Co"": 0.6078794531574166, ""Mn"": 0.31064558555649724, ""Sn"": 0.08147496128608621}",Co:0.6079 Mn:0.3106 Sn:0.0815,0,0.7,0.710052,0.06,0.049364,2.189299,2266
gpt5.4,8,18,Nb-Ni-Ta-O,"{""Nb"": 0.0030821406264331425, ""Ni"": 0.8177814653481412, ""Ta"": 0.17913639402542567}",Nb:0.0031 Ni:0.8178 Ta:0.1791,550,0.705,0.709014,0.98,0.745511,2.12276,2270
gpt5.4,4,17,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.648,0.644252,0.105,0.182381,2.219078,2271
gpt5.4,5,18,Nb-Ni-Ta-O,"{""Nb"": 0.42576836894227577, ""Ni"": 0.488301579189772, ""Ta"": 0.08593005186795219}",Nb:0.4258 Ni:0.4883 Ta:0.0859,550,1.55,1.694471,0.035,0.016974,2.121921,2270
gpt5.4,1,20,Nb-Ni-Ta-O,"{""Nb"": 0.2737491356371313, ""Ni"": 0.10883027909537525, ""Ta"": 0.6174205852674933}",Nb:0.2737 Ni:0.1088 Ta:0.6174,550,1.95,4.9849,-0.01,-0.009172,1.937202,2268
gpt5.4,2,17,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.744,0.654426,0.062,0.136051,2.157515,2271
gpt5.4,8,19,Nb-Ni-Ta-O,"{""Nb"": 0.20465562999186127, ""Ni"": 0.5133730290011479, ""Ta"": 0.28197134100699084}",Nb:0.2047 Ni:0.5134 Ta:0.2820,550,0.845,1.329661,0.18,0.090076,2.12276,2269
gpt5.4,3,23,Co-Mn-Sn-O,"{""Co"": 0.30394613391425074, ""Mn"": 0.6886153665876511, ""Sn"": 0.007438499498098125}",Co:0.3039 Mn:0.6886 Sn:0.0074,0,0.79,0.76278,0.03,0.068029,2.189299,2265
gpt5.4,8,20,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.95,5.035219,0.01,0.004213,2.12276,2268
gpt5.4,8,21,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",Nb:0.5393 Ni:0.3637 Ta:0.0970,550,1.75,2.687193,0.02,0.022534,2.12276,2267
gpt5.4,6,18,Nb-Ni-Ta-O,"{""Nb"": 0.05378699559802126, ""Ni"": 0.10249676742410582, ""Ta"": 0.8437162369778729}",Nb:0.0538 Ni:0.1025 Ta:0.8437,550,3.6,5.134648,-0.02,-0.00321,1.807855,2270
gpt5.4,3,24,Co-Mn-Sn-O,"{""Co"": 0.43526455465537794, ""Mn"": 0.4842450922077122, ""Sn"": 0.08049035313690978}",Co:0.4353 Mn:0.4842 Sn:0.0805,0,0.79,0.758706,0.055,0.040643,2.189299,2264
gpt5.4,7,15,Nb-Ni-Ta-O,"{""Nb"": 0.5058259975481362, ""Ni"": 0.32507013958225317, ""Ta"": 0.16910386286961054}",Nb:0.5058 Ni:0.3251 Ta:0.1691,550,1.95,2.344445,-0.01,0.001463,1.807855,2273
gpt5.4,9,20,Nb-Ni-Ta-O,"{""Nb"": 0.42576836894227577, ""Ni"": 0.488301579189772, ""Ta"": 0.08593005186795219}",Nb:0.4258 Ni:0.4883 Ta:0.0859,550,1.18,1.694471,0.055,0.016974,2.188777,2268
gpt5.4,8,22,Nb-Ni-Ta-O,"{""Nb"": 0.42576836894227577, ""Ni"": 0.488301579189772, ""Ta"": 0.08593005186795219}",Nb:0.4258 Ni:0.4883 Ta:0.0859,550,1.65,1.694471,0.04,0.016974,2.12276,2266
gpt5.4,3,25,Co-Mn-Sn-O,"{""Co"": 0.4645197823004267, ""Mn"": 0.5354802176995733, ""Sn"": 0.0}",Co:0.4645 Mn:0.5355 Sn:0.0000,0,0.805,0.82269,0.085,0.115739,2.189299,2263
gpt5.4,10,18,Nb-Ni-Ta-O,"{""Nb"": 0.8866994564941099, ""Ni"": 0.06173310423217379, ""Ta"": 0.051567439273716396}",Nb:0.8867 Ni:0.0617 Ta:0.0516,550,1.38,10.645551,-0.008,-0.013509,1.807855,2270
gpt5.4,7,16,Nb-Ni-Ta-O,"{""Nb"": 0.508031668527685, ""Ni"": 0.23503704773240905, ""Ta"": 0.2569312837399061}",Nb:0.5080 Ni:0.2350 Ta:0.2569,550,2.55,2.070313,-0.008,-0.005394,1.807855,2272
gpt5.4,6,19,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.88,0.678799,0.14,0.093567,2.008084,2269
gpt5.4,4,18,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.651,0.68588,0.16,0.036528,2.221925,2270
gpt5.4,9,21,Nb-Ni-Ta-O,"{""Nb"": 0.20465562999186127, ""Ni"": 0.5133730290011479, ""Ta"": 0.28197134100699084}",Nb:0.2047 Ni:0.5134 Ta:0.2820,550,1.02,1.329661,0.11,0.090076,2.188777,2267
gpt5.4,5,19,Nb-Ni-Ta-O,"{""Nb"": 0.5392618774230442, ""Ni"": 0.3636946619241437, ""Ta"": 0.09704346065281207}",Nb:0.5393 Ni:0.3637 Ta:0.0970,550,1.82,2.687193,0.012,0.022534,2.121921,2269
gpt5.4,3,26,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",Nb:0.0638 Ni:0.8106 Ta:0.1256,550,0.73,0.713069,0.38,0.849084,2.189299,2262
gpt5.4,1,21,Nb-Ni-Ta-O,"{""Nb"": 0.6178248870326298, ""Ni"": 0.1896764945612549, ""Ta"": 0.19249861840611526}",Nb:0.6178 Ni:0.1897 Ta:0.1925,550,2.65,2.220713,-0.022,-0.001035,1.937202,2267
gpt5.4,7,17,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.95,5.035219,-0.01,0.004213,1.807855,2271
gpt5.4,2,18,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.665,0.644252,0.105,0.182381,2.219078,2270
gpt5.4,2,19,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.651,0.68588,0.145,0.036528,2.221925,2269
gpt5.4,2,20,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",Co:0.9424 Mn:0.0474 Zr:0.0102,550,0.649,0.770922,0.16,0.447128,2.221925,2268
gpt5.4,8,23,Nb-Ni-Ta-O,"{""Nb"": 0.5058259975481362, ""Ni"": 0.32507013958225317, ""Ta"": 0.16910386286961054}",Nb:0.5058 Ni:0.3251 Ta:0.1691,550,2.35,2.344445,0.012,0.001463,2.12276,2265
gpt5.4,10,19,Nb-Ni-Ta-O,"{""Nb"": 0.2737491356371313, ""Ni"": 0.10883027909537525, ""Ta"": 0.6174205852674933}",Nb:0.2737 Ni:0.1088 Ta:0.6174,550,3.85,4.9849,0.006,-0.009172,1.807855,2269
gpt5.4,2,21,Co-Nb-Zr-O,"{""Co"": 0.9261011513357204, ""Nb"": 0.04401896558177074, ""Zr"": 0.029879883082508794}",Co:0.9261 Nb:0.0440 Zr:0.0299,550,0.7,0.645971,0.07,0.035776,2.226066,2267
gpt5.4,6,20,Co-Mn-Nb-O,"{""Co"": 0.8153016459586394, ""Mn"": 0.14242445249418428, ""Nb"": 0.042273901547176404}",Co:0.8153 Mn:0.1424 Nb:0.0423,400,0.69,0.660113,0.085,0.140637,2.121921,2268
gpt5.4,4,19,Co-Mn-Zr-O,"{""Co"": 0.942445513983409, ""Mn"": 0.04736440779355744, ""Zr"": 0.010190078223033465}",Co:0.9424 Mn:0.0474 Zr:0.0102,550,0.638,0.770922,0.12,0.447128,2.221925,2269
gpt5.4,2,22,Co-Nb-Zr-O,"{""Co"": 0.8593239793489539, ""Nb"": 0.04272475548422236, ""Zr"": 0.09795126516682379}",Co:0.8593 Nb:0.0427 Zr:0.0980,550,0.662,0.626091,0.041,0.062305,2.33833,2266
gpt5.4,9,22,Nb-Ni-Ta-O,"{""Nb"": 0.06381943179610468, ""Ni"": 0.8105529831689556, ""Ta"": 0.12562758503493962}",Nb:0.0638 Ni:0.8106 Ta:0.1256,550,0.86,0.713069,0.24,0.849084,2.188777,2266
gpt5.4,4,20,Nb-Ni-Ta-O,"{""Nb"": 0.1480039980327046, ""Ni"": 0.682277337393905, ""Ta"": 0.1697186645733905}",Nb:0.1480 Ni:0.6823 Ta:0.1697,550,0.78,0.828799,0.14,0.25996,2.221925,2268
gpt5.4,3,27,Nb-Ni-Ta-O,"{""Nb"": 0.0030821406264331425, ""Ni"": 0.8177814653481412, ""Ta"": 0.17913639402542567}",Nb:0.0031 Ni:0.8178 Ta:0.1791,550,0.74,0.709014,0.62,0.745511,2.189299,2261
gpt5.4,2,23,Co-Nb-Zr-O,"{""Co"": 0.8381564933715236, ""Nb"": 0.081203527384317, ""Zr"": 0.08063997924415944}",Co:0.8382 Nb:0.0812 Zr:0.0806,550,0.642,0.652228,0.041,0.061435,2.33833,2265
gpt5.4,1,22,Nb-Ni-Ta-O,"{""Nb"": 0.4071920722222669, ""Ni"": 0.10296184858658465, ""Ta"": 0.48984607919114853}",Nb:0.4072 Ni:0.1030 Ta:0.4898,550,1.98,5.035219,-0.01,0.004213,1.937202,2266
